"","Author","Title","Key","Publication.Title","DOI","Date"
"404","Fornell, Claes; Johnson, Michael D.; Anderson, Eugene W.; Cha, Jaesung; Bryant, Barbara Everitt","The American Customer Satisfaction Index: Nature, Purpose, and Findings","VL8WFG2M","Journal of Marketing","10.1177/002224299606000403",1996
"405","Schlesinger, Leonard A.; Heskett, James L.","The service-driven service company.","5TJSDQQJ","Harvard business review","",1991
"406","Brown, Karen A.; Mitchell, Terence R.","Organizational Obstacles: Links with Financial Performance, Customer Satisfaction, and Job Satisfaction in a Service Environment","4PZSG5FV","Human Relations","10.1177/001872679304600603",1993
"407","Rust, Roland T.; Oliver, Richard L.","Should we delight the customer","UB8T8JNS","Journal of the Academy of Marketing Science","10.1177/0092070300281008",2000
"408","Ellemers, Naomi; de Gilder, Dick; Haslam, S. Alexander","Motivating Individuals and Groups at Work: A Social Identity Perspective on Leadership and Group Performance","2L5BVMZW","Academy of Management Review","10.5465/amr.2004.13670967",2004
"409","Hartline, Michael D.; Ferrell, O. C.","The Management of Customer-Contact Service Employees: An Empirical Investigation:","5NZV2Z5D","Journal of Marketing","10.2307/1251901",1996
"410","Rust, Roland T.; Lemon, Katherine N.; Zeithaml, Valarie A.","Return on Marketing: Using Customer Equity to Focus Marketing Strategy","NU4RCDP8","Journal of Marketing","10.1509/jmkg.68.1.109.24030",2004
"411","Bansal, Harvir S.; Irving, P. Gregory; Taylor, Shirley","A Three-Component Model of Customer to Service Providers","BWMZ6EWH","Journal of the Academy of Marketing Science","10.1177/0092070304263332",2004
"412","Rust, Roland T.; Moorman, Christine; Dickson, Peter R.","Getting Return on Quality: Revenue Expansion, Cost Reduction, or Both?","GDI985FL","Journal of Marketing","10.1509/jmkg.66.4.7.18515",2002
"413","Fornell, Claes","A National Customer Satisfaction Barometer: The Swedish Experience:","9LKGWKUP","Journal of Marketing","10.2307/1252129",1992
"414","Jaworski, Bernard J.; Kohli, Ajay K.","Market orientation: Antecedents and consequences","WDDMQBTH","Journal of Marketing","10.2307/1251854",1993
"415","Homburg, Christian; Hoyer, Wayne D.; Fassnacht, Martin","Service Orientation of a Retailer’s Business Strategy: Dimensions, Antecedents, and Performance Outcomes","Z329H7TI","Journal of Marketing","10.1509/jmkg.66.4.86.18511",2002
"416","Arnett, Dennis B.; German, Steve D.; Hunt, Shelby D.","The Identity Salience Model of Relationship Marketing Success: The Case of Nonprofit Marketing","BPREP9WX","Journal of Marketing","10.1509/jmkg.67.2.89.18614",2003
"417","Kordupleski, Raymond E.; Rust, Roland T.; Zahorik, Anthony J.","Why Improving Quality Doesn't Improve Quality (or Whatever Happened to Marketing?):","22FXRFQQ","California Management Review","10.2307/41166745",1993
"418","Longford, Nicholas T.; Bryk, Anthony S.; Raudenbush, Stephen W.","Hierarchical Linear Models: Applications and Data Analysis Methods.","6S47THZH","Contemporary Sociology","10.2307/2075823",1993
"419","Hartline, Michael D.; Maxham, James G.; McKee, Daryl","Corridors of Influence in the Dissemination of Customer-Oriented Strategy to Customer Contact Service Employees","DMGTR8PN","Journal of Marketing","",2000
"420","Reichheld, Frederick F.; Sasser, W. E.","Zero defections: quality comes to services.","LG93I3SK","Harvard business review","",1990
"421","Chow, Gregory C.","Tests of equality between sets of coefficients in two linear regressions","B5K3JH8T","Econometrica","10.2307/1910133",1960
"422","Oliver, Richard L.; Swan, John E.","Consumer Perceptions of Interpersonal Equity and Satisfaction in Transactions: A Field Survey Approach","73LWQVLE","Journal of Marketing","10.1177/002224298905300202",1989
"423","Oliver, Richard L.; Swan, John E.","Equity and Disconfirmation Perceptions as Influences on Merchant and Product Satisfaction","9PXZQ8UP","Journal of Consumer Research","10.1086/209223",1989
"424","Anderson, Eugene W.; Sullivan, Mary W.","The Antecedents and Consequences of Customer Satisfaction for Firms","HIHYE6AK","Marketing Science","10.1287/mksc.12.2.125",1993
"425","Stock, Ruth; Hoyer, Wayne D.","An attitude-behavior model of salespeople’s customer orientation","CWBDXUJ8","Journal of the Academy of Marketing Science","10.1177/0092070305276368",2005
"426","Reinartz, Werner; Kumar, Vikas","Store-, Market-, and Consumer-Characteristics: The Drivers of Store Performance","U7VYAXZV","Marketing Letters","10.1023/a:1008011622335",1999
"427","Bagozzi, Richard P.; Yi, Youjae","On the evaluation of structural equation models","EV2CEAYJ","Journal of the Academy of Marketing Science","10.1007/bf02723327",1988
"428","Hackman, J. Richard; Oldham, Greg R.","Development of the Job Diagnostic Survey","GHNBX2R3","Journal of Applied Psychology","10.1037/h0076546",1975
"429","Bhattacharya, C. B.; Sen, Sankar","Consumer-Company Identification: A Framework for Understanding Consumers¿ Relationships with Companies","VEUTUX8R","Journal of Marketing","10.1509/jmkg.67.2.76.18609",2003
"430","Anderson, Eugene W.; Fornell, Claes; Lehmann, Donald R.","Customer satisfaction, market share, and profitability: Findings from Sweden.","KK3FTTZA","Journal of Marketing","10.2307/1252310",1994
"431","Fornell, Claes; Larcker, David F.","Evaluating Structural Equation Models with Unobservable Variables and Measurement Error","J2SM6HEG","Journal of Marketing Research","10.1177/002224378101800104",1981
"432","Riketta, Michael","Organizational identification: A meta-analysis","9GMGURH2","Journal of Vocational Behavior","10.1016/j.jvb.2004.05.005",2005
"433","Schlesinger, Leonard A.; Heskett, James L.","Breaking the Cycle of Failure in Services","RIFNWZ5H",NA,"",1991
"434","Boulding, William; Kalra, Ajay; Staelin, Richard; Zeithaml, Valarie A.","A Dynamic Process Model of Service Quality: From Expectations to Behavioral Intentions:","V74TXR7L","Journal of Marketing Research","10.1177/002224379303000102",1993
"435","Ec, Nelson; Rust, Roland T.; Zahorik, Anthony J.; Rl, Rose; P, Batalden; Ba, Siemanski","Do patient perceptions of quality relate to hospital financial performance","97H42JCN","Journal of health care marketing","",1992
"436","Bitner, Mary Jo; Hubbert, Amy R.","Service Quality: New Directions in Theory and Practice - Encounter Satisfaction versus Overall Satisfaction versus Quality: The Customer's Voice","2QT42JIY","Service Quality: New Directions in Theory and Practice","",1994
"437","Kamakura, Wagner A.; Mittal, Vikas; de Rosa, Fernando; Mazzon, José Afonso","Assessing the Service-Profit Chain","CVMKEGDZ","Marketing Science","10.1287/mksc.21.3.294.140",2002
"438","Bhattacharya, C. B.; Rao, Hayagreeva; Glynn, Mary Ann","Understanding the Bond of Identification: An Investigation of its Correlates among Art Museum Members:","YL4GYXN5","Journal of Marketing","10.2307/1252327",1995
"439","Pettijohn, Charles E.; Pettijohn, Linda S.; Taylor, Albert J.","The influence of salesperson skill, motivation, and training on the practice of customer-oriented selling","L8XI5X72","Psychology & Marketing","10.1002/mar.10033",2002
"440","Dholakia, Utpal M.; Bagozzi, Richard P.; Pearo, Lisa Klein","A Social Influence Model of Consumer Participation in Network- and Small-Group-Based Virtual Communities","2FWVW36E","International Journal of Research in Marketing","10.1016/j.ijresmar.2003.12.004",2004
"441","Einwiller, Sabine; Fedorikhin, Alexander; Johnson, Allison R.; Kamins, Michael A.","Enough Is Enough! When Identification No Longer Prevents Negative Corporate Associations:","5LC57CUV","Journal of the Academy of Marketing Science","10.1177/0092070305284983",2006
"442","Bolton, Ruth N.; Drew, James H.","A Multistage Model of Customers' Assessments of Service Quality and Value","R67BWYRK","Journal of Consumer Research","10.1086/208564",1991
"443","Schneider, Benjamin","Employee and Customer Perceptions of Service in Banks.","38RREXJ7","Administrative Science Quarterly","10.2307/2392454",1980
"444","Anderson, Eugene W.; Mittal, Vikas","Strengthening the Satisfaction-Profit Chain","TZFDWIUI","Journal of Service Research","10.1177/109467050032001",2000
"445","Brown, Steven P.; Peterson, Robert A.","Antecedents and Consequences of Salesperson Job Satisfaction: Meta-Analysis and Assessment of Causal Effects","BYUY8QR7","Journal of Marketing Research","10.1177/002224379303000106",1993
"446","Houston, Franklin S.","The Marketing Concept: What it is and What it is Not:","QKDGNWYQ","Journal of Marketing","10.1177/002224298605000207",1986
"447","Srivastava, Rajendra K.; Shervani, Tasadduq A.; Fahey, Liam","Market-Based Assets and Shareholder Value: A Framework for Analysis","3Q92899N","Journal of Marketing","10.2307/1251799",1998
"448","Szymanski, D. M.; Henard, D. H.","Customer Satisfaction: A Meta-Analysis of the Empirical Evidence","UTXJQY3V","Journal of the Academy of Marketing Science","10.1177/009207030102900102",2001
"449","Schneider, Benjamin; Hanges, Paul J.; Smith, D. Brent; Salvaggio, Amy Nicole","Which comes first: Employee attitudes or organizational financial and market performance?","MDHLKBZ8","The Journal of applied psychology","10.1037/0021-9010.88.5.836",2003
"450","Miller, Vernon D.; Allen, Mike; Casey, Mary K.; Johnson, John R.","Reconsidering the Organizational Identification Questionnaire","RH87DIJQ","Management Communication Quarterly","10.1177/0893318900134003",2000
"451","Heskett, James L.; Jones, Thomas O.; Loveman, Gary W.; Sasser, W. Earl; Schlesinger, Leonard A.","Putting the Service-Profit Chain to Work","DW4U2WZ5","Harvard Business Review","",1994
"452","Oliver, Richard L.; Swan, John E.","Consumer perceptions of interpersonal equity and satisfaction in transactions: A field survey approach.","N3I6QQWQ","Journal of Marketing","10.2307/1251411",1989
"453","Bearden, William O.; Teel, Jesse E.","Selected Determinants of Consumer Satisfaction and Complaint Reports","ZS7T3E7D","Journal of Marketing Research","10.1177/002224378302000103",1983
"454","Bearden, William O.; Teel, Jesse E.","Selected Determinants of Consumer Satisfaction and Complaint Reports","Z8ZS2CCL","Journal of Marketing Research","10.2307/3151408",1983
"455","Turner, John C.; Hogg, Michael A.; Oakes, Penelope J.; Reicher, Stephen; Wetherell, Margaret","Rediscovering the social group: A self-categorization theory.","CISZKH8B","Contemporary Sociology","10.2307/2073157",1989
"456","Mael, Fred A.; Ashforth, Blake E.","Alumni and their alma mater: A partial test of the reformulated model of organizational identification","X8GSXU9Z","Journal of Organizational Behavior","10.1002/job.4030130202",1992
"457","Oliver, Richard L.","A Cognitive Model of the Antecedents and Consequences of Satisfaction Decisions","Y3SSAXQ7","Journal of Marketing Research","10.1177/002224378001700405",1980
"458","Riketta, Michael","Attitudinal organizational commitment and job performance: a meta-analysis","H2VF6GSP","Journal of Organizational Behavior","10.1002/job.141",2002
"459","Schneider, Benjamin; Bowen, David E.","Employee and customer perceptions of service in banks: Replication and extension.","PKIQQTQ3","Journal of Applied Psychology","10.1037/0021-9010.70.3.423",1985
"460","Rust, Roland T.; Lee, Chol; Valente, Ernest","Comparing covariance structure models: A general methodology","S9L27EHL","International Journal of Research in Marketing","10.1016/0167-8116(95)00014-0",1995
"461","Kleinbaum, David G.; Kupper, Lawrence L.; Muller, Keith E.","Applied Regression Analysis and Other Multivariable Methods","IH9GA5G3","","",1978
"462","Bernhardt, Kenneth L.; Donthu, Naveen; Kennett, Pamela A.","A Longitudinal Analysis of Satisfaction and Profitability","3AE9W8GU","Journal of Business Research","10.1016/s0148-2963(98)00042-3",2000
"463","Houston, Franklin S.","The Marketing Concept: What It Is and What It Is Not","582PSQQ9","Journal of Marketing","10.2307/1251602",1986
"464","Bagozzi, Richard P.; Yi, Youjae","On the evaluation of structural equation models","KNSYPDCZ","Journal of the Academy of Marketing Science","",1988
"465","Edwards, Martin R.","Organizational identification: A conceptual and operational review.","DI5STFBA","International Journal of Management Reviews","10.1111/j.1468-2370.2005.00114.x",2005
"466","Cameron, Trudy Ann; James, Michelle D.","Estimating Willingness to Pay from Survey Data: An Alternative Pre-Test-Market Evaluation Procedure","YHNIPXNP","Journal of Marketing Research","10.1177/002224378702400406",1987
"467","Riketta, Michael; van Dick, Rolf","Foci of attachment in organizations: A meta-analytic comparison of the strength and correlates of workgroup versus organizational identification and commitment","3BX2KGDU","Journal of Vocational Behavior","10.1016/j.jvb.2004.06.001",2005
"468","Siguaw, Judy A.; Brown, Gene; Widing, Robert E.","The Influence of the Market Orientation of the Firm on Sales Force Behavior and Attitudes","LPNCZTM5","Journal of Marketing Research","10.1177/002224379403100109",1994
"469","Srivastava, Rajendra K.; Shervani, Tasadduq A.; Fahey, Liam","Market-Based Assets and Shareholder Value: A Framework for Analysis","SKZSZYE8","Journal of Marketing","10.1177/002224299806200102",1998
"470","Liao, Hui; Chuang, Aichia","A MULTILEVEL INVESTIGATION OF FACTORS INFLUENCING EMPLOYEE SERVICE PERFORMANCE AND CUSTOMER OUTCOMES","RUCNJRLA","Academy of Management Journal","10.2307/20159559",2004
"471","Kd, Hoffman; Ingram, Thomas N.","Creating customer-oriented employees: the case in home health care.","L64MHYMU","Journal of health care marketing","",1991
"472","Bliese, Paul D.","Within-group agreement, non-independence, and reliability: Implications for data aggregation and analysis.","B3RE4W63",NA,"",2000
"473","Kozlowski, Steve W. J.; Klein, Katherine J.","A multilevel approach to theory and research in organizations: Contextual, temporal, and emergent processes.","BFYR7GJN",NA,"",2000
"474","Jaworski, Bernard J.; Kohli, Ajay K.","Market Orientation: Antecedents and Consequences","4XFT8UQG","Journal of Marketing","10.1177/002224299305700304",1993
"475","Kumar, Vikas; George, Morris","Measuring and maximizing customer equity: a critical analysis","BGFDGMSH","Journal of the Academy of Marketing Science","10.1007/s11747-007-0028-2",2007
"476","Thomas, Raymond W.; Soutar, Geoffrey N.; Ryan, Maria M.","The Selling Orientation-Customer Orientation (S.O.C.O.) Scale: A Proposed Short Form","MFDCYGL2","Journal of Personal Selling and Sales Management","",2010
"477","Garbarino, Ellen; Johnson, Mark S.","THE DIFFERENT ROLES OF SATISFACTION, TRUST, AND COMMITMENT IN CUSTOMER RELATIONSHIPS","4BAQEGEY","Journal of Marketing","10.2307/1251946",1999
"478","Krishna, Aradhna","Effect of Dealing Patterns on Consumer Perceptions of Deal Frequency and Willingness to Pay","JAHD9DRE","Journal of Marketing Research","10.2307/3172784",1991
"479","van Knippenberg, Daan; Hogg, Michael A.","A SOCIAL IDENTITY MODEL OF LEADERSHIP EFFECTIVENESS IN ORGANIZATIONS","C2NBNQJJ","Research in Organizational Behavior","10.1016/s0191-3085(03)25006-1",2003
"480","Anderson, Eugene W.; Fornell, Claes; Lehmann, Donald R.","Customer Satisfaction, Market Share, and Profitability: Findings from Sweden","G9J2KPJV","Journal of Marketing","10.1177/002224299405800304",1994
"481","Fornell, Claes","A National Customer Satisfaction Barometer: The Swedish Experience","944HUQBG","Journal of Marketing","10.1177/002224299205600103",1992
